UUID,PRODUCT_TYPE,PRODUCT_LAYOUT,PAGE_LOAD_TIME,PRODUCT_RATING,PURCHASE_DECISION,REVIEW_TEXT,REVIEW_QUALITY,REVIEW_SENTIMENT
f4cea700-5bc3-493d-8c6d-bb6b120bf936,Electronics,List,1.03,5,1,Absolutely love it! Five stars!,Good,0.64
ed4a83d1-178f-4fef-947d-a31027a15df9,Home & Garden,List,2.96,3,0,Satisfactory. Nothing to write home about.,Poor,-0.15
d15c123c-a0a3-4cfa-a415-2b89f6c83909,Toys,List,0.98,3,1,It's alright. Does the job.,Poor,0.26
6c828b5e-af6c-4da8-a897-201d6d8dbe95,Clothing,Grid,4.46,3,1,It's okay. Does what it's supposed to do.,Good,0.11
c9fb6d1d-50ae-4b0e-b536-d9666c212cc4,Home & Garden,List,4.76,5,0,Great product! Highly recommend it.,Good,0.58
fa6b20b0-9b52-48f6-83a5-6397ec694229,Toys,Card,3.96,3,0,"Not bad, not great. Just average.",Excellent,0.12
a8d4eea4-cc3c-4368-a494-48a1529c3857,Sports,Card,3.23,3,1,It's alright. Does the job.,Fair,-0.07
65bf8562-d8e1-4942-a70a-3cf382cee5b5,Clothing,List,3.17,5,1,Excellent quality and fast shipping.,Good,0.79
25091846-0228-43aa-9e07-c0c484b88c1e,Toys,Card,0.86,5,1,Very happy with this purchase.,Good,0.75
adc201ef-c1c5-4137-bc11-2b0c7f8252ec,Sports,List,4.03,5,1,Absolutely love it! Five stars!,Poor,0.97
682d2355-9b70-43d6-a0a6-198df896ef73,Clothing,List,3.22,5,1,Excellent quality and fast shipping.,Excellent,0.6
66480ce2-d2c8-4dcf-a7ca-aab87d6b6ff4,Sports,Detailed,4.16,5,1,Perfect! Exceeded my expectations.,Excellent,0.93
d88c49fe-3c55-4397-86fc-07a594094f12,Toys,Grid,4.25,3,0,Fair quality. Could be better.,Good,-0.1
63a2bd78-9f9f-41ab-8270-f3f7a1bd8e5e,Books,Detailed,0.52,2,0,Horrible experience. Don't buy this.,Fair,-0.45
bf1fc403-e123-49df-9db5-343a60c7726b,Sports,Detailed,2.11,4,1,Absolutely love it! Five stars!,Fair,0.91
92a592c7-f27e-4c7a-8ebe-1e0600e8afba,Electronics,List,0.66,3,1,Decent quality for the price.,Good,0.23
a856efcc-aba1-4514-bc51-729c2fe92207,Books,Grid,4.49,3,0,"Not bad, not great. Just average.",Poor,-0.18
fbb4e49b-9de7-4dbd-9905-ddc5c776bb52,Sports,Card,2.66,4,1,Love it! Exactly what I was looking for.,Fair,0.6
1417b4e7-2f58-454d-92af-dd4ce6a00bfa,Home & Garden,Card,0.56,4,1,Very happy with this purchase.,Fair,0.62
407626b4-2dc5-4663-b6ce-4929eeeab0a7,Sports,Grid,1.04,2,0,Low quality materials. Avoid this.,Poor,-0.97
0725e7cc-8ddd-4d97-a700-8583a4866234,Clothing,Grid,3.81,5,0,Love it! Exactly what I was looking for.,Good,0.9
b1ce28bc-1c39-4b31-8009-2d5486305a1c,Electronics,Detailed,2.37,4,1,Great product! Highly recommend it.,Fair,0.64
5d7c7073-be24-475d-833d-4c9bb294f704,Sports,List,2.06,4,1,Great product! Highly recommend it.,Good,0.67
907bfb5f-c9fd-48be-bf3b-d3846b17695b,Electronics,List,0.55,1,1,Horrible experience. Don't buy this.,Fair,-0.95
e5d61a23-0ba1-4a51-a316-7f5efce16083,Electronics,Card,1.21,5,1,Very happy with this purchase.,Fair,0.97
a5258a03-00ec-47d9-9754-2eb9b7b013ec,Toys,Detailed,4.44,3,1,"Not bad, not great. Just average.",Poor,-0.17
ac6005b2-e3ee-47d1-9f81-593b13d5863a,Home & Garden,List,3.0,2,1,Broke after a few uses. Very upset.,Fair,-0.94
2ca03559-248b-46e2-8972-864e456f07c1,Home & Garden,Detailed,4.27,3,1,It's okay. Does what it's supposed to do.,Good,0.29
5b8b5846-149a-4643-8c95-bac57537b991,Books,Grid,2.44,2,0,Horrible experience. Don't buy this.,Fair,-0.71
737df548-4be5-428f-b9f4-d6cd762c6599,Clothing,Grid,1.65,5,1,Love it! Exactly what I was looking for.,Fair,0.56
99787fa0-5431-47f0-9b1c-5a30bdc9c5e2,Electronics,Card,2.62,5,1,Excellent quality and fast shipping.,Excellent,0.86
c0292074-784e-422f-a963-0aeac3e7c6ce,Toys,Card,3.95,3,0,"Not bad, not great. Just average.",Excellent,-0.02
c95430c2-66fd-4a5d-b942-07cc4a413cde,Sports,Card,2.55,3,0,It works fine. No complaints.,Poor,-0.03
2710e647-ede9-4a4d-8dd9-16ea6a02bea2,Clothing,Detailed,3.33,3,0,Acceptable product. Met basic expectations.,Good,0.08
35b0bd8b-128a-4e74-9cc6-63314096e072,Sports,Grid,4.25,1,0,Defective product. Very frustrating.,Good,-0.51
a57e4adf-8126-447b-a9f2-d31f2f033f35,Toys,List,3.84,4,1,Fantastic! Works perfectly as described.,Good,0.76
d87a7164-0d21-4b8b-ad17-68a61a51c550,Clothing,Grid,2.92,3,0,Acceptable product. Met basic expectations.,Fair,-0.11
7eeb6284-b55a-453d-a378-0e8d64c742b0,Electronics,Card,3.25,5,1,Great product! Highly recommend it.,Excellent,0.59
16d15f13-083c-49db-81a9-3fd787f6e767,Clothing,Detailed,4.79,4,1,Outstanding product. Will buy again.,Good,0.67
0c684bf0-4c71-47e5-a3f4-8a01911c8f84,Toys,Detailed,4.12,1,1,Terrible product. Would not recommend.,Poor,-0.43
78783b3f-5974-4b53-bf7d-fe8e1bcb2182,Electronics,Detailed,4.34,2,1,Disappointed with this purchase.,Fair,-0.51
dcf76679-9abb-4578-890b-25ac82b5165a,Home & Garden,List,0.9,2,0,Broke after a few uses. Very upset.,Excellent,-0.41
c83b80d1-b850-4ec2-8e36-7356ceef61b1,Sports,Grid,4.02,3,1,It's okay. Does what it's supposed to do.,Excellent,0.03
8439a616-e0c4-4363-bd03-0c5ccc7110b6,Toys,Detailed,4.46,1,1,Horrible experience. Don't buy this.,Good,-0.94
976fecd9-c635-493d-90c7-a15fbec6c4e2,Home & Garden,List,0.77,3,1,It's alright. Does the job.,Good,0.11
3ca91aa5-fd14-4b3b-b8dc-023e486c5a27,Electronics,List,2.5,4,0,Superb quality and great design.,Poor,0.76
d2d973c2-e692-455d-a869-5c4b0c4912eb,Toys,Detailed,5.0,4,1,Love it! Exactly what I was looking for.,Excellent,0.99
78109646-c4b5-4920-973e-f6fdaa77bc57,Clothing,Detailed,2.68,4,0,Great product! Highly recommend it.,Poor,0.56
132b6938-a3ed-4eaf-9361-3948a1155ba8,Sports,Detailed,2.87,4,1,Perfect! Exceeded my expectations.,Excellent,0.64
7ce09958-2279-4cec-bf59-2ae364269faa,Books,List,2.07,5,1,Absolutely love it! Five stars!,Good,0.92
2faf06be-7c6e-4317-bec9-89d5d32bd601,Toys,Detailed,1.81,2,0,Did not meet expectations at all.,Fair,-0.79
36e91e43-a6fa-4aca-a8bf-7259c1c5de5f,Sports,Detailed,3.73,2,1,Poor quality. Not worth the money.,Fair,-0.59
7713b708-0a90-4893-aca3-4f162df90fb9,Books,Grid,1.51,2,0,Did not meet expectations at all.,Fair,-0.42
63394208-6d3c-4bb1-a5ae-f0f8a6a18586,Electronics,Grid,1.69,1,0,Disappointed with this purchase.,Fair,-0.47
2d0c111c-c2f6-44a8-a176-ce762a6647fb,Toys,Grid,2.08,1,1,Broke after a few uses. Very upset.,Excellent,-0.63
e87a6ae6-acac-42bb-86d9-6c9ee382f437,Electronics,Card,2.69,4,1,Fantastic! Works perfectly as described.,Excellent,0.58
ad9513ee-861b-4520-a76b-997a928ec8b2,Electronics,Card,3.37,5,1,Amazing value for money. Very satisfied.,Good,0.99
8fb77c8f-3f5e-4805-b2fd-51db5c8d8ca1,Sports,Card,0.91,2,0,Defective product. Very frustrating.,Excellent,-0.45
c375d8bc-6f85-457d-ba2d-a75a0827d2c9,Electronics,Detailed,1.33,5,1,Fantastic! Works perfectly as described.,Excellent,0.54
33f37f5a-9cb8-4956-912d-073dee45b0f7,Toys,List,0.62,5,1,Excellent quality and fast shipping.,Good,0.77
b065ef3c-3b2a-4cc7-af8d-6a20fb736943,Clothing,Card,4.69,3,1,It works fine. No complaints.,Fair,0.19
1662dd68-69ed-4274-b587-ae9f5a63706f,Sports,Grid,3.62,5,1,Amazing value for money. Very satisfied.,Excellent,0.75
e0b3250f-3b8a-4664-96a7-87d67b190641,Clothing,Card,4.56,3,1,"Not bad, not great. Just average.",Good,-0.24
5f04f5bc-13df-4be7-b032-b305a51e5f41,Sports,Detailed,3.85,2,1,Did not meet expectations at all.,Fair,-0.99
1606dc7a-e384-4ef2-90b1-9ddfe2f4f0a9,Sports,List,1.13,5,1,Very happy with this purchase.,Good,0.62
76eb04cb-e08c-4028-8bc7-3567212dbc78,Toys,List,3.13,3,0,Reasonable product for the cost.,Good,-0.24
88cd0ebe-460d-447b-9192-2ed5f3abc071,Electronics,Card,2.07,5,1,Very happy with this purchase.,Good,0.89
6bd87f95-08c4-4255-862d-80db443a7070,Clothing,List,0.96,2,0,Horrible experience. Don't buy this.,Poor,-0.8
fdee4f2e-6df6-49be-b7cb-835a401ae8d7,Books,Detailed,1.5,1,0,Did not meet expectations at all.,Poor,-0.85
d49658e8-c983-4c61-a536-bcc5ec28f09e,Toys,Card,1.68,4,1,Love it! Exactly what I was looking for.,Excellent,0.71
477bdacf-ed98-49fb-b4fc-13831e993e92,Sports,Detailed,2.82,3,1,Satisfactory. Nothing to write home about.,Fair,0.26
e2049a47-bdb8-4a2d-8c5b-a140e6a2ecf8,Books,Card,0.82,1,0,Terrible product. Would not recommend.,Fair,-0.85
431c5934-3a74-4509-83f2-981e7b39593c,Home & Garden,Card,1.67,4,1,Outstanding product. Will buy again.,Excellent,0.51
bffe52e2-a70a-49cd-89a4-bddf9d26e63e,Electronics,Card,4.13,4,0,Superb quality and great design.,Good,0.63
f1da5dbf-ef2e-4280-b989-9ecc2c6dbd47,Books,Detailed,2.39,5,1,Amazing value for money. Very satisfied.,Good,0.73
119aa95f-bbce-4cdd-b88b-b2aa3f79386d,Clothing,Grid,1.3,4,1,Amazing value for money. Very satisfied.,Good,0.52
e25695bd-2a1e-48e6-a4ea-061eec008e7c,Sports,Card,2.93,2,0,Not as described. Very disappointed.,Fair,-0.45
d27a25b8-b4fb-4f8b-be6a-8cb2acff73bd,Sports,Grid,2.24,1,1,Broke after a few uses. Very upset.,Good,-0.6
7bc0c6fc-c4d4-4f12-ad17-fc29ecd45e0a,Books,Detailed,3.65,3,1,Acceptable product. Met basic expectations.,Fair,-0.11
6df2ae87-ac2d-4319-a281-87072f2b9f05,Toys,Grid,0.65,1,0,Broke after a few uses. Very upset.,Good,-0.82
a7dfe568-c048-4933-860e-9c0fecc2da98,Toys,Grid,3.33,5,1,Outstanding product. Will buy again.,Excellent,0.75
97847c2d-d05c-4035-9c7b-075970659303,Home & Garden,Grid,3.53,2,0,Did not meet expectations at all.,Poor,-0.72
6f509424-ec07-43e2-9a2c-d3c6d98ec413,Toys,Grid,4.62,4,0,Amazing value for money. Very satisfied.,Excellent,0.82
7fd1a256-43c2-44d5-b289-73864bcf931a,Sports,Grid,4.25,1,0,Did not meet expectations at all.,Poor,-0.59
cd3c0d4d-2da2-4f44-bf91-e50b704e3876,Home & Garden,Grid,4.6,1,0,Horrible experience. Don't buy this.,Poor,-0.61
a7af5191-13f3-4592-99ea-682996d0da1c,Clothing,List,3.05,1,0,Poor quality. Not worth the money.,Poor,-0.48
0312d6a1-e94f-4b23-a4e8-58bbd9f71a97,Books,Card,3.0,3,1,It works fine. No complaints.,Good,-0.28
6fce44ad-0ea0-427d-9115-e133a939994b,Home & Garden,Card,1.07,4,1,Love it! Exactly what I was looking for.,Good,0.82
8fd98cdf-d5b3-4076-b3b3-31a28a703256,Clothing,List,2.98,4,1,Fantastic! Works perfectly as described.,Fair,0.66
b4b0c10e-7b6f-4772-8e42-8c99144fff19,Electronics,Grid,2.14,5,1,Superb quality and great design.,Excellent,0.51
37e43f3e-f078-4547-822a-3f2e94388b5c,Sports,Grid,0.53,2,1,Broke after a few uses. Very upset.,Fair,-1.0
c745e4d0-7d48-4521-9177-4795fce4b26d,Clothing,Detailed,4.39,4,1,Love it! Exactly what I was looking for.,Excellent,0.81
8386c377-32fd-4549-b988-0f5897bd2132,Clothing,Grid,2.54,1,0,Low quality materials. Avoid this.,Fair,-0.41
4143d82d-4fbc-4f3e-99c9-0d6cc78d01d8,Clothing,List,1.42,5,1,Fantastic! Works perfectly as described.,Excellent,0.73
30a9bb48-e18c-472e-bcf7-4e1637916b6f,Home & Garden,Card,0.81,1,1,Disappointed with this purchase.,Excellent,-0.41
e7f51faa-ff74-47c0-8b76-0ae80dbffd81,Toys,List,2.54,2,1,Defective product. Very frustrating.,Poor,-0.63
84ad90d4-fbf9-49d5-8d55-d5c8466f6cfb,Clothing,Detailed,1.47,5,1,Absolutely love it! Five stars!,Good,0.88
b862196a-7208-4b0b-bee4-655fda0515de,Books,List,3.02,5,1,Absolutely love it! Five stars!,Excellent,0.74
3c56457a-1489-4c99-940f-f4590aa51924,Sports,Grid,0.74,2,1,Broke after a few uses. Very upset.,Good,-0.54
a82324ae-95d5-49c6-9543-efebd2a6e109,Sports,Card,2.55,2,1,Not as described. Very disappointed.,Fair,-0.46
0d801839-990f-4626-bc03-d951aa87dc18,Clothing,Grid,4.49,1,0,Waste of money. Returning it.,Poor,-0.6
52c161db-4326-45f1-8057-23f1d4882548,Sports,Detailed,2.15,1,1,Low quality materials. Avoid this.,Poor,-0.58
3d9a52c2-f9a5-4a29-b0fa-52274e3b55ae,Toys,Grid,4.91,5,1,Absolutely love it! Five stars!,Good,0.65
46a0eb99-fec2-466f-954f-87e7b178b354,Toys,List,3.43,2,0,Horrible experience. Don't buy this.,Good,-0.72
9c80ac4e-7c32-4504-96f7-784be76e3f6b,Toys,Grid,1.74,3,1,Average product. Nothing special.,Poor,0.25
26c19e40-6303-437b-9422-48895fc3fa87,Sports,Grid,2.63,2,1,Horrible experience. Don't buy this.,Fair,-0.69
176a985f-3f45-4a60-9d8e-212ccc4e19d2,Toys,Detailed,1.72,3,1,Decent quality for the price.,Poor,-0.27
7c0fda2d-0771-4820-b652-3c96c45d7d79,Sports,Detailed,2.06,5,1,Very happy with this purchase.,Excellent,0.92
997ef1c7-de65-4cc2-b5c0-7750bc942b40,Electronics,Grid,3.01,1,0,Poor quality. Not worth the money.,Good,-0.79
8f0b07cd-c22c-4fd2-aff0-ad77fe553cc1,Books,Card,4.39,3,1,Satisfactory. Nothing to write home about.,Good,-0.03
6090f613-2247-45a9-91c1-1466830b5093,Home & Garden,Card,4.43,4,1,Superb quality and great design.,Excellent,0.75
e5cbada3-ff93-4cb9-9e8b-06a992b538a9,Sports,Grid,0.51,3,0,Decent quality for the price.,Good,0.12
41edf563-91f5-41ba-8cee-d3f21daaaf74,Books,List,1.73,2,0,Not as described. Very disappointed.,Fair,-0.82
f0a28763-cf0e-4f48-8391-9e3f45c16c4f,Toys,Grid,0.52,3,0,"Not bad, not great. Just average.",Good,-0.23
17e9bb20-8150-4b8c-90f7-b4cd66e3a3d9,Books,List,1.89,3,0,Fair quality. Could be better.,Poor,0.17
3a2a1d4c-0b2f-4539-83a5-db9897604d31,Books,Detailed,4.54,3,1,It's alright. Does the job.,Good,0.02
4bd7b7fc-c1fe-4d74-b2f3-a31f88eea808,Electronics,List,2.0,2,1,Defective product. Very frustrating.,Fair,-0.6
198a634b-c2e8-4606-b3df-bbaa2b9c396a,Toys,Grid,0.67,4,1,Perfect! Exceeded my expectations.,Excellent,0.62
88102099-67a5-45e8-ae95-0336f5a3073c,Toys,Grid,2.77,3,1,Decent quality for the price.,Fair,0.23
450443c6-0177-4155-aac6-1bdf55c20fe1,Electronics,Card,4.01,5,1,Amazing value for money. Very satisfied.,Good,0.74
a1dafde9-757e-4235-9886-b04f4859dc11,Books,List,4.69,4,0,Outstanding product. Will buy again.,Excellent,0.69
8b63face-48df-4032-9a68-2a58a7e0f3ee,Home & Garden,List,1.99,4,1,Superb quality and great design.,Excellent,0.78
1f8d4fd2-e782-4941-8a34-d70467b80870,Toys,Detailed,3.93,3,1,Reasonable product for the cost.,Good,0.29
3c4ff455-fb28-4639-ac00-df6f39fc7cb9,Books,Card,4.44,5,1,Great product! Highly recommend it.,Good,0.74
6b04de2d-3e21-4080-9dae-9353563b8617,Home & Garden,Card,1.68,3,1,Acceptable product. Met basic expectations.,Fair,-0.1
86b904b2-2ccb-43ee-b958-07c473bc1695,Sports,Card,1.11,3,1,Acceptable product. Met basic expectations.,Excellent,0.08
b6026dfd-74f7-4393-a49f-4732629890da,Electronics,Card,4.18,3,1,"Not bad, not great. Just average.",Fair,-0.08
e0e67138-548c-4627-877d-c2e1afeeee7f,Clothing,Detailed,0.68,5,1,Excellent quality and fast shipping.,Excellent,0.95
8101f553-3c9b-4612-b963-08bdb7aff051,Sports,Detailed,3.42,2,0,Waste of money. Returning it.,Fair,-0.68
d3d3ce8a-6407-49ea-9d43-5bff8774b832,Home & Garden,Card,3.04,2,0,Poor quality. Not worth the money.,Fair,-0.89
efa70ebf-384b-42f4-8a08-35dd0abb57ef,Clothing,List,1.8,5,1,Very happy with this purchase.,Good,0.83
87baff26-20ae-422a-b3f5-e5f07590e014,Electronics,Grid,4.37,4,0,Perfect! Exceeded my expectations.,Excellent,0.72
b48b63b6-01ea-4413-83d1-489a6f1e9c6b,Clothing,Detailed,0.73,3,1,Satisfactory. Nothing to write home about.,Excellent,0.03
ec87844a-8720-4867-88bb-1b0b1174d378,Sports,List,2.47,3,1,Acceptable product. Met basic expectations.,Good,-0.17
babccef7-54ef-4bae-aa76-34a626ca377e,Sports,List,4.86,3,1,Reasonable product for the cost.,Fair,0.17
948c07bd-9605-44b4-a8b1-bec92399aa5f,Clothing,Detailed,0.87,1,0,Did not meet expectations at all.,Fair,-0.58
3e288d97-882d-452f-9945-8df40b317382,Books,Card,4.85,3,1,Acceptable product. Met basic expectations.,Poor,0.01
f669f8bd-3e8a-4911-aa54-56efdb2a4933,Sports,Detailed,3.36,2,0,Did not meet expectations at all.,Excellent,-0.56
eeb15d09-dd3e-4970-a886-27a5be1bb526,Toys,Grid,3.38,1,1,Poor quality. Not worth the money.,Poor,-0.48
a020b003-1145-4024-9a7e-2702bdbe97f8,Books,Grid,2.17,4,1,Superb quality and great design.,Fair,0.65
ca8f52bd-71c3-4025-92c2-21fe3ae85a7b,Home & Garden,Card,3.3,5,1,Fantastic! Works perfectly as described.,Excellent,0.88
1abf3d2b-4a85-4842-9d62-c21e1b7271a4,Home & Garden,Grid,3.38,4,1,Very happy with this purchase.,Good,0.76
10fe2dea-5fa5-4c8b-9b35-deb3635d0880,Books,List,0.99,5,0,Absolutely love it! Five stars!,Good,0.85
13a47d6b-ae29-47ad-aa97-6c69c325c2bd,Electronics,List,3.81,3,1,It works fine. No complaints.,Good,-0.1
0a0ded88-1cca-4c1b-a332-147ac6159cf7,Home & Garden,Grid,4.84,2,1,Did not meet expectations at all.,Fair,-0.83
86bc59b9-0d2c-467a-a47b-19f3c0863d2f,Electronics,Detailed,4.97,4,0,Excellent quality and fast shipping.,Good,0.63
001b1495-1ceb-42da-9b87-340b3ffb2afe,Home & Garden,List,2.81,4,1,Great product! Highly recommend it.,Good,0.6
e3e41af4-e90b-4327-8fc2-dddbf1b3d79e,Electronics,Detailed,1.65,1,0,Disappointed with this purchase.,Good,-0.92
376a4ac6-b4a0-4140-85b2-cb5be3ec8c82,Electronics,Detailed,2.25,3,1,"Not bad, not great. Just average.",Fair,-0.14
55f7d0a3-35fc-42ec-8963-af9a031fb197,Toys,Detailed,4.87,2,1,Not as described. Very disappointed.,Fair,-0.85
88057266-0ff9-4696-a016-a7962b9828b5,Books,List,3.17,5,1,Love it! Exactly what I was looking for.,Good,0.83
b34c21cb-c540-4aa2-9348-78666e5bf1e7,Electronics,Card,3.74,1,0,Broke after a few uses. Very upset.,Fair,-0.84
2c303f3a-7e74-42d3-a203-9ac3293880fa,Electronics,Detailed,1.09,2,1,Waste of money. Returning it.,Excellent,-0.6
72c41697-14b9-47df-989c-b481786b7b1f,Toys,Card,2.91,2,0,Terrible product. Would not recommend.,Fair,-0.77
3b48e3b0-5df2-462d-91be-ed9052ab6938,Clothing,Card,1.79,4,0,Great product! Highly recommend it.,Fair,0.58
2b9b8e26-3b6a-48ee-a305-daed46c8840f,Toys,Card,4.11,2,0,Poor quality. Not worth the money.,Fair,-0.97
d0a521ec-1892-4711-8007-438c6d116625,Clothing,Grid,0.52,3,1,Decent quality for the price.,Excellent,0.09
db6e44a6-1f6e-4eaf-8394-bf5a390dd0d2,Toys,List,1.38,1,0,Waste of money. Returning it.,Poor,-0.7
0828c454-9a8a-4b73-806d-8131fb794375,Toys,List,1.49,3,1,Reasonable product for the cost.,Good,0.27
34cc6c34-1223-4c90-ac2c-09af3d711212,Sports,Grid,2.87,2,0,Defective product. Very frustrating.,Good,-0.67
06a390ee-970a-4c23-869f-e2505cd8bedf,Books,Card,2.88,4,1,Outstanding product. Will buy again.,Poor,0.79
d96cc295-7925-4308-bffd-d37196173164,Books,List,4.22,2,0,Defective product. Very frustrating.,Poor,-0.46
e72d50dd-c68c-4233-8b74-3711dda2273d,Clothing,Detailed,3.33,1,1,Not as described. Very disappointed.,Poor,-0.65
25a3b2a6-e6dd-4684-b2e1-3b969966ac4d,Home & Garden,Grid,0.96,3,1,"Not bad, not great. Just average.",Good,-0.29
b83525fe-9f00-4394-9de8-65d8d3415388,Home & Garden,Grid,3.4,3,1,Satisfactory. Nothing to write home about.,Fair,0.02
927dd420-7342-4f04-bbe3-9430e13a9576,Toys,List,1.24,2,1,Broke after a few uses. Very upset.,Poor,-0.83
0fe5effb-ef26-4a5f-9f98-aba317ad1350,Books,List,3.61,5,0,Fantastic! Works perfectly as described.,Poor,0.55
b84c9fe9-76b4-49d4-9919-d6bdbcf724e0,Books,Grid,3.83,2,1,Defective product. Very frustrating.,Poor,-0.77
e5894322-0ebb-4ab0-9c15-01169472aaaf,Toys,Grid,4.3,2,0,Terrible product. Would not recommend.,Excellent,-0.5
7b173b3d-52ba-4cee-8630-9411222a2fc4,Electronics,List,4.17,2,1,Poor quality. Not worth the money.,Fair,-0.91
6394bef6-2b8b-4c8d-ad0d-1acd0c624f54,Toys,List,3.36,3,1,Satisfactory. Nothing to write home about.,Fair,-0.12
04257da5-9f40-4431-a7e4-3832d9968c38,Home & Garden,List,0.6,2,1,Disappointed with this purchase.,Good,-0.59
3e1a9164-ccc4-4207-a4b7-83d84f1bf7d3,Electronics,List,1.08,5,1,Love it! Exactly what I was looking for.,Fair,0.97
a7a932ba-a149-4efb-9304-2725213d16ec,Clothing,Card,0.78,5,1,Amazing value for money. Very satisfied.,Good,0.92
626b8168-228e-482b-b88c-3ebb423b21b7,Clothing,Card,4.88,1,1,Low quality materials. Avoid this.,Fair,-0.62
6dce478f-d600-49d6-a2ac-ca9fa85e6523,Home & Garden,Card,2.34,4,1,Superb quality and great design.,Good,0.9
1fb94a61-c30d-4f79-9b7b-b6f9e010a7a4,Sports,Detailed,2.56,3,1,Acceptable product. Met basic expectations.,Poor,-0.17
ead1eed7-3990-45ad-9c5f-973e211d518c,Clothing,Grid,3.39,1,0,Broke after a few uses. Very upset.,Fair,-0.64
2e3103fa-c917-4903-8180-34852cc28e2f,Clothing,Detailed,4.77,1,0,Did not meet expectations at all.,Fair,-0.57
dc2e1a94-d19d-4898-99d9-53759b272804,Clothing,Detailed,0.81,2,1,Not as described. Very disappointed.,Fair,-0.74
ca3a9d48-76d5-4204-b633-f2853e5bfd7f,Sports,Detailed,3.68,4,1,Love it! Exactly what I was looking for.,Excellent,0.6
7f7cfa89-233a-44c7-b1db-65dda5194024,Clothing,List,0.79,4,0,Love it! Exactly what I was looking for.,Fair,0.58
8e23dbd7-5aac-4bc2-83c0-07d70006d33d,Sports,List,1.39,1,1,Waste of money. Returning it.,Excellent,-0.88
292bed13-2651-4afa-979e-5df1178d5741,Clothing,List,2.02,1,0,Disappointed with this purchase.,Fair,-0.77
24b58461-ea9e-4630-ab4f-a4b800c5314b,Toys,Card,4.64,1,1,Not as described. Very disappointed.,Fair,-0.47
893f7a8b-a3f2-4564-b500-c93e552e7586,Clothing,Card,2.02,2,0,Not as described. Very disappointed.,Excellent,-0.89
b927f4f8-1d15-45e6-b27f-c6c888064080,Books,Detailed,3.54,5,1,Amazing value for money. Very satisfied.,Excellent,0.83
dc8e1238-d3e0-440c-ade2-4d48ce10c78e,Clothing,Card,0.66,4,1,Absolutely love it! Five stars!,Excellent,0.95
b363262b-f173-4786-b45d-b12709642638,Clothing,Detailed,1.75,3,0,Reasonable product for the cost.,Excellent,0.25
fc659cca-4f24-4b77-9729-813c8f85a586,Toys,List,1.43,5,1,Absolutely love it! Five stars!,Excellent,0.72
2bc1f673-7074-4888-99d1-af5ea90f0492,Sports,Grid,3.79,5,1,Great product! Highly recommend it.,Good,0.51
ef5d4a73-1585-4ecb-bc8c-b6c44b88f094,Toys,Card,2.03,4,1,Superb quality and great design.,Good,0.68
34c76c44-fbba-4dcb-8d16-27a0620bdf27,Clothing,Card,4.14,4,1,Amazing value for money. Very satisfied.,Fair,0.56
d06e5adf-fe75-466f-82e7-cbe4855f1aa8,Books,Grid,3.02,1,0,Not as described. Very disappointed.,Fair,-0.67
bda59a10-7af2-433a-b399-501aa7604898,Home & Garden,Detailed,3.57,3,1,Fair quality. Could be better.,Good,-0.02
ef05ef16-db25-4453-8ab3-186045779f0a,Sports,Grid,1.71,2,0,Low quality materials. Avoid this.,Excellent,-0.56
68eb6fe0-8c24-4205-9a1e-2eb9d6cf4003,Electronics,Detailed,3.07,2,0,Disappointed with this purchase.,Excellent,-0.73
fa468488-c8f8-472a-9d2b-49ef34eaf282,Home & Garden,List,3.55,3,0,Acceptable product. Met basic expectations.,Good,0.18
15c17ce2-4394-40d0-88bc-a372d2a2d6ca,Electronics,Grid,3.86,1,0,Waste of money. Returning it.,Good,-0.46
2747b9d6-d812-4a06-ba25-ecb45d6d1690,Clothing,Card,4.9,2,0,Low quality materials. Avoid this.,Fair,-0.75
55f77311-17e6-4659-9974-29def796c525,Sports,Grid,4.04,5,1,Outstanding product. Will buy again.,Excellent,0.91
fef20ae4-d9c9-4090-bcd1-4c80198c7350,Home & Garden,Detailed,0.66,2,0,Not as described. Very disappointed.,Poor,-0.75
adb2be4f-522e-4729-83c5-e889b92b1d25,Home & Garden,List,4.9,2,1,Broke after a few uses. Very upset.,Fair,-0.99
74e81335-0584-430b-bb2c-e0e79aadfe0d,Books,Grid,1.83,2,0,Broke after a few uses. Very upset.,Poor,-0.82
bca8e613-91e8-40af-9e73-1709a9515f63,Home & Garden,List,4.5,3,1,Satisfactory. Nothing to write home about.,Fair,-0.19
b81c5049-db2c-402c-9d7b-07999f643c95,Toys,Detailed,2.9,1,1,Waste of money. Returning it.,Good,-0.63
7cd3a5f3-82d1-4d0e-8344-f399e8c16c33,Electronics,List,1.24,3,1,"Not bad, not great. Just average.",Excellent,-0.2
fc14f50c-4cad-4889-9288-5b917b5fc24d,Books,Card,2.47,4,1,Fantastic! Works perfectly as described.,Good,0.53
70feb21b-9af9-405a-9134-eb7055e20b72,Clothing,Detailed,3.32,2,1,Disappointed with this purchase.,Excellent,-0.98
9db29a43-ada1-4a5a-9ee0-cc66f5a70dd3,Electronics,Grid,3.79,1,0,Not as described. Very disappointed.,Poor,-0.93
8d304142-f4c1-4750-a810-dee2a9a53c69,Electronics,Card,2.26,3,1,Reasonable product for the cost.,Fair,0.27
a50b2a42-42a1-4ee7-a47b-6fd0a67201be,Toys,Grid,0.61,3,1,It's okay. Does what it's supposed to do.,Excellent,0.05
